,date,习近平,李克强,栗战书,汪洋,王沪宁,赵乐际,韩正
561,2018-07-18,7211,2273,374,325,214,82,175
562,2018-07-19,7232,2280,374,329,214,82,175
563,2018-07-21,7254,2280,374,329,214,82,175
564,2018-07-23,7302,2284,382,332,214,82,175
565,2018-07-24,7336,2289,382,332,214,82,175
566,2018-07-25,7371,2292,387,336,214,82,175
567,2018-07-27,7407,2294,387,338,214,89,180
568,2018-07-28,7441,2306,395,338,214,89,180
569,2018-07-29,7489,2306,395,338,214,89,180
570,2018-07-30,7496,2306,395,338,214,89,180
571,2018-07-31,7525,2315,395,339,215,89,181
572,2018-08-01,7528,2315,395,339,215,89,181
573,2018-08-02,7532,2315,395,339,215,89,181
574,2018-08-03,7534,2315,395,339,215,89,181
575,2018-08-04,7537,2315,395,339,215,89,181
576,2018-08-05,7545,2315,395,339,215,89,181
577,2018-08-06,7554,2315,395,339,215,89,181
578,2018-08-07,7556,2315,395,339,215,89,181
579,2018-08-08,7560,2315,395,339,215,89,181
580,2018-08-09,7563,2320,395,339,215,89,181
581,2018-08-10,7565,2320,395,339,215,89,181
582,2018-08-11,7567,2320,395,339,215,89,181
583,2018-08-12,7569,2324,395,339,215,89,181
584,2018-08-13,7570,2325,395,339,215,89,181
585,2018-08-14,7571,2325,395,339,215,89,181
586,2018-08-15,7579,2325,395,339,215,89,181
587,2018-08-16,7586,2327,395,339,215,89,181
588,2018-08-17,7598,2327,400,344,215,89,181
589,2018-08-18,7600,2330,400,344,215,89,181
590,2018-08-19,7613,2330,400,344,215,89,181
591,2018-08-20,7640,2340,403,346,215,89,182
592,2018-08-21,7651,2343,403,347,218,89,182
593,2018-08-22,7678,2345,403,351,220,89,188
594,2018-08-23,7697,2354,403,355,220,89,196
595,2018-08-24,7705,2355,404,355,221,89,196
596,2018-08-26,7714,2355,404,361,221,89,196
597,2018-08-27,7729,2357,405,361,221,89,202
598,2018-08-28,7757,2361,407,364,221,89,202
599,2018-08-29,7781,2367,413,365,222,94,208
600,2018-08-30,7804,2369,414,365,222,94,211
601,2018-09-01,7870,2379,420,368,227,98,214
602,2018-09-02,7921,2391,429,372,228,99,214
603,2018-09-04,7962,2392,432,373,229,100,215
604,2018-09-06,8012,2402,432,384,229,106,221
605,2018-09-07,8052,2406,436,390,229,106,229
606,2018-09-08,8062,2407,436,390,229,106,233
607,2018-09-09,8080,2407,442,390,229,106,233
608,2018-09-10,8105,2411,453,394,230,107,234
609,2018-09-11,8121,2411,460,394,230,107,242
610,2018-09-12,8130,2420,460,394,230,107,253
611,2018-09-13,8170,2430,460,394,230,107,261
612,2018-09-14,8197,2438,467,397,231,110,267
613,2018-09-15,8209,2438,472,397,231,110,267
614,2018-09-16,8214,2438,472,397,231,110,267
615,2018-09-17,8237,2438,477,399,244,110,267
616,2018-09-18,8255,2440,482,405,244,110,267
617,2018-09-19,8292,2458,482,419,244,110,276
618,2018-09-20,8318,2474,482,431,245,110,276
619,2018-09-21,8332,2474,482,438,245,110,276
620,2018-09-22,8347,2475,482,439,245,121,284
621,2018-09-23,8351,2475,482,439,245,121,284
622,2018-09-24,8352,2475,482,439,245,121,284
623,2018-09-25,8355,2475,482,443,245,121,286
624,2018-09-26,8371,2478,482,447,245,138,286
625,2018-09-27,8389,2478,492,447,245,139,286
626,2018-09-28,8446,2482,492,455,245,139,288
627,2018-09-29,8481,2492,492,456,245,150,292
628,2018-09-30,8516,2516,495,462,248,153,297
629,2018-10-01,8516,2516,495,462,248,153,297
630,2018-10-02,8516,2516,495,462,248,153,297
631,2018-10-03,8522,2516,495,462,248,153,297
632,2018-10-04,8525,2518,495,462,248,153,297
633,2018-10-05,8526,2518,495,462,248,153,297
634,2018-10-06,8528,2518,495,462,248,153,297
635,2018-10-07,8532,2518,495,462,248,153,297
636,2018-10-08,8543,2523,495,462,248,153,297
637,2018-10-09,8573,2529,499,462,248,158,303
638,2018-10-11,8581,2536,502,462,248,158,303
639,2018-10-12,8593,2554,502,462,248,158,305
640,2018-10-13,8600,2569,502,462,248,158,305
641,2018-10-14,8618,2581,502,462,248,158,305
642,2018-10-15,8631,2596,504,462,249,158,306
643,2018-10-16,8656,2609,507,462,249,158,306
644,2018-10-17,8674,2626,507,471,249,158,306
645,2018-10-18,8694,2639,509,473,251,160,313
646,2018-10-19,8709,2660,509,473,251,160,313
647,2018-10-20,8722,2678,509,473,251,160,313
648,2018-10-21,8731,2678,509,473,251,160,313
649,2018-10-22,8743,2679,511,474,256,161,314
650,2018-10-23,8754,2681,512,474,256,161,316
651,2018-10-24,8767,2683,519,475,256,161,321
652,2018-10-25,8816,2693,527,482,256,161,321
653,2018-10-26,8840,2710,528,483,256,161,321
654,2018-10-27,8845,2712,528,484,256,161,321
655,2018-10-28,8851,2712,528,484,256,161,321
656,2018-10-29,8876,2715,528,484,257,161,325
657,2018-10-30,8893,2718,529,489,258,166,326
658,2018-10-31,8902,2718,529,489,258,166,326
659,2018-11-01,8936,2731,529,490,259,166,327
660,2018-11-04,8958,2731,529,490,259,166,327
661,2018-11-05,9034,2731,534,493,259,166,327
662,2018-11-06,9057,2746,534,500,259,166,327
663,2018-11-07,9092,2759,535,501,259,166,331
664,2018-11-08,9121,2770,538,501,259,166,332
665,2018-11-09,9133,2772,538,502,260,173,341
666,2018-11-10,9139,2772,538,502,260,173,341
667,2018-11-11,9146,2772,538,502,260,173,341
668,2018-11-12,9164,2782,538,502,260,173,342
669,2018-11-13,9185,2795,539,503,264,174,346
670,2018-11-14,9211,2814,539,503,265,174,347
671,2018-11-15,9219,2831,539,509,265,174,347
672,2018-11-16,9289,2849,539,515,265,174,347
673,2018-11-17,9332,2849,539,515,265,174,347
674,2018-11-18,9353,2849,539,515,265,174,347
675,2018-11-19,9392,2856,544,515,265,174,347
676,2018-11-20,9414,2862,544,515,265,174,351
677,2018-11-21,9458,2864,544,518,265,174,363
678,2018-11-22,9472,2868,544,520,265,174,363
679,2018-11-23,9507,2869,546,523,266,175,364
680,2018-11-24,9515,2869,547,523,266,175,364
681,2018-11-25,9519,2869,547,523,266,175,364
682,2018-11-26,9524,2869,547,523,266,175,364
683,2018-11-27,9537,2877,550,526,266,175,364
684,2018-11-28,9569,2879,550,527,266,175,364
685,2018-11-30,9599,2892,550,531,266,175,368
686,2018-12-01,9652,2892,550,531,266,175,368
687,2018-12-02,9687,2892,560,531,266,175,368
688,2018-12-03,9739,2897,565,531,266,175,368
689,2018-12-04,9782,2901,569,537,266,175,368
690,2018-12-05,9807,2904,569,537,266,175,368
691,2018-12-06,9861,2904,569,537,266,175,368
692,2018-12-07,9879,2910,569,538,266,175,369
693,2018-12-08,9890,2910,569,538,266,175,369
694,2018-12-09,9899,2910,569,549,266,175,369
695,2018-12-10,9923,2914,569,559,266,175,369
696,2018-12-11,9935,2914,569,568,266,175,369
697,2018-12-12,9963,2919,577,579,267,176,370
698,2018-12-13,9987,2925,580,591,268,176,371
699,2018-12-14,10001,2925,582,598,268,176,375
700,2018-12-15,10009,2926,583,599,269,176,376
701,2018-12-16,10025,2926,583,599,269,176,376
702,2018-12-17,10040,2937,583,600,269,176,379
703,2018-12-18,10084,2940,584,601,271,177,383
704,2018-12-19,10102,2940,584,601,271,177,383
705,2018-12-20,10116,2943,584,601,271,177,383
706,2018-12-21,10148,2947,587,604,274,180,386
707,2018-12-22,10160,2949,587,605,274,180,386
708,2018-12-23,10166,2949,588,605,274,180,386
709,2018-12-24,10182,2951,590,608,277,182,386
710,2018-12-25,10191,2951,591,608,277,182,386
711,2018-12-27,10199,2951,591,608,277,182,386
712,2018-12-28,10212,2951,596,608,277,182,386
713,2018-12-29,10241,2955,597,610,278,183,387
714,2018-12-30,10257,2956,598,611,279,184,388
715,2018-12-31,10265,2958,598,611,279,184,388
716,2019-01-01,10287,2960,598,611,281,184,388
717,2019-01-02,10307,2963,599,613,281,184,388
718,2019-01-03,10328,2963,599,613,281,184,388
719,2019-01-04,10345,2970,599,613,281,184,392
720,2019-01-05,10351,2970,599,613,281,184,398
721,2019-01-06,10363,2970,599,613,281,184,398
722,2019-01-07,10377,2970,599,613,285,184,398
723,2019-01-08,10389,2976,599,613,286,184,400
724,2019-01-09,10395,2980,599,613,286,184,404
725,2019-01-10,10411,2984,599,613,287,184,408
726,2019-01-11,10426,2985,600,616,288,187,409
727,2019-01-12,10438,2985,600,616,288,187,409
728,2019-01-13,10453,2986,601,617,289,189,410
729,2019-01-14,10469,2994,602,623,289,189,412
730,2019-01-15,10480,2998,605,623,293,189,412
731,2019-01-16,10508,3002,607,626,294,189,414
732,2019-01-17,10518,3006,607,629,294,189,415
733,2019-01-19,10526,3006,607,629,294,189,415
734,2019-01-20,10535,3014,607,629,294,189,416
735,2019-01-21,10558,3016,612,633,295,190,417
736,2019-01-22,10575,3024,614,640,295,190,417
737,2019-01-23,10582,3025,614,644,296,190,417
738,2019-01-24,10591,3025,614,644,299,190,417
739,2019-01-25,10622,3031,619,644,299,190,417
740,2019-01-26,10636,3031,619,644,299,190,417
741,2019-01-27,10642,3031,619,644,299,190,417
742,2019-01-28,10674,3031,619,646,300,190,418
743,2019-01-29,10683,3031,621,646,300,190,423
744,2019-01-30,10693,3033,635,646,304,190,423
745,2019-01-31,10718,3040,638,646,311,190,424
746,2019-02-01,10722,3044,638,649,311,190,424
747,2019-02-02,10757,3057,638,649,311,190,424
748,2019-02-03,10768,3059,639,650,312,191,425
749,2019-02-04,10775,3062,639,650,312,191,425
750,2019-02-05,10779,3062,639,650,312,191,425
751,2019-02-06,10782,3062,639,650,312,191,425
752,2019-02-07,10784,3062,639,650,312,191,425
753,2019-02-08,10787,3065,639,650,312,191,425
754,2019-02-09,10789,3065,639,650,312,191,425
755,2019-02-10,10793,3065,639,650,312,191,425
756,2019-02-11,10798,3067,639,650,312,191,425
757,2019-02-12,10802,3067,639,650,312,191,428
758,2019-02-13,10807,3067,639,650,312,191,433
759,2019-02-14,10809,3067,639,650,312,191,433
760,2019-02-15,10824,3068,641,650,312,191,436
761,2019-02-16,10827,3068,641,650,312,191,436
762,2019-02-17,10830,3068,641,650,312,191,436
763,2019-02-18,10836,3068,644,650,312,191,440
764,2019-02-19,10848,3068,649,650,312,191,440
765,2019-02-20,10870,3071,650,652,313,194,441
766,2019-02-21,10881,3071,650,652,313,194,441
767,2019-02-22,10893,3071,650,652,313,194,447
768,2019-02-23,10904,3071,650,652,313,194,447
769,2019-02-24,10910,3071,650,652,313,194,447
770,2019-02-25,10913,3072,651,652,314,194,447
771,2019-02-26,10928,3072,656,653,314,202,455
772,2019-02-27,10937,3072,662,653,314,202,459
773,2019-02-28,10952,3072,666,654,314,202,463
774,2019-03-01,10972,3072,666,654,316,202,466
775,2019-03-02,10987,3074,666,655,316,202,466
776,2019-03-03,10995,3074,666,655,316,202,466
777,2019-03-04,11022,3079,676,659,320,207,471
778,2019-03-05,11074,3095,683,665,326,214,477
779,2019-03-06,11105,3102,683,667,326,214,483
780,2019-03-07,11147,3109,687,671,330,218,486
781,2019-03-08,11175,3113,694,672,334,219,489
782,2019-03-09,11203,3119,701,676,335,224,490
783,2019-03-10,11217,3119,706,681,340,229,490
784,2019-03-11,11231,3120,707,682,340,229,490
785,2019-03-12,11254,3121,712,686,345,234,493
786,2019-03-13,11263,3122,713,696,346,235,494
787,2019-03-14,11267,3123,718,696,346,235,494
788,2019-03-15,11284,3133,726,697,347,236,495
789,2019-03-16,11299,3137,733,697,347,236,495
790,2019-03-17,11301,3138,733,697,347,236,495
791,2019-03-18,11332,3140,735,697,348,236,500
792,2019-03-19,11346,3142,739,701,350,236,508
793,2019-03-20,11387,3144,739,701,350,241,508
794,2019-03-21,11414,3144,739,701,350,241,508
795,2019-03-22,11444,3160,742,701,350,241,514
796,2019-03-23,11487,3160,742,701,350,241,514
797,2019-03-24,11523,3160,742,701,350,241,517
798,2019-03-25,11556,3168,747,708,350,241,522
799,2019-03-26,11581,3170,757,711,350,241,522
800,2019-03-27,11668,3187,757,711,350,241,526
801,2019-03-28,11685,3208,757,716,350,241,526
802,2019-03-29,11694,3214,757,717,350,241,531
803,2019-03-30,11696,3217,757,717,350,241,531
804,2019-03-31,11704,3217,757,717,350,241,531
805,2019-04-01,11725,3226,757,725,350,241,531
806,2019-04-02,11736,3231,760,725,350,241,531
807,2019-04-03,11746,3233,762,725,350,249,535
808,2019-04-04,11754,3237,762,725,350,249,540
809,2019-04-05,11755,3237,762,725,350,249,540
810,2019-04-06,11756,3237,762,725,350,249,540
811,2019-04-07,11758,3237,762,725,350,249,540
812,2019-04-08,11770,3240,763,726,351,250,541
813,2019-04-10,11779,3259,763,726,351,250,541
814,2019-04-11,11792,3279,770,726,351,253,544
815,2019-04-12,11803,3297,772,727,351,253,549
816,2019-04-13,11805,3311,772,727,351,253,549
817,2019-04-14,11809,3311,772,727,351,253,549
818,2019-04-15,11812,3318,775,730,351,253,549
819,2019-04-16,11816,3318,778,730,351,253,554
820,2019-04-17,11845,3320,783,736,351,253,554
821,2019-04-18,11849,3323,783,736,351,253,554
822,2019-04-19,11871,3324,783,736,351,253,554
823,2019-04-20,11878,3324,785,736,351,253,554
824,2019-04-21,11891,3324,790,736,351,253,554
825,2019-04-22,11903,3328,794,739,354,255,557
826,2019-04-23,11931,3333,799,739,354,256,562
827,2019-04-24,11983,3344,807,742,354,256,565
828,2019-04-25,12034,3354,807,746,360,260,571
829,2019-04-26,12116,3364,817,750,366,263,578
830,2019-04-27,12154,3378,818,751,367,264,580
831,2019-04-28,12206,3394,818,755,374,267,583
832,2019-04-29,12267,3402,818,755,374,271,583
833,2019-04-30,12311,3406,818,755,374,271,583
834,2019-05-01,12327,3406,818,755,374,271,583
835,2019-05-02,12335,3406,818,755,374,271,583
836,2019-05-03,12339,3406,818,755,374,271,583
837,2019-05-04,12343,3406,818,755,374,271,583
838,2019-05-05,12366,3408,819,763,374,271,583
839,2019-05-06,12375,3414,819,770,374,271,583
840,2019-05-07,12384,3414,824,770,374,271,583
841,2019-05-08,12402,3418,824,770,375,271,584
842,2019-05-09,12415,3418,824,770,375,271,584
843,2019-05-10,12423,3420,824,776,375,271,586
844,2019-05-11,12426,3425,824,776,375,271,587
845,2019-05-12,12430,3425,826,776,375,271,587
846,2019-05-13,12448,3427,830,781,375,271,587
847,2019-05-14,12479,3427,833,786,375,271,587
848,2019-05-15,12514,3432,833,786,380,271,587
849,2019-05-18,12517,3432,833,786,380,271,587
850,2019-05-19,12526,3432,840,786,380,271,587
851,2019-05-20,12537,3433,840,786,380,271,587
852,2019-05-21,12558,3433,840,790,380,271,591
853,2019-05-22,12599,3435,850,794,380,272,591
854,2019-05-23,12607,3441,850,794,380,272,593
855,2019-05-24,12621,3441,861,799,380,272,593
856,2019-05-25,12623,3446,861,799,380,272,593
857,2019-05-26,12629,3455,861,799,380,272,593
858,2019-05-27,12632,3461,864,804,380,272,593
859,2019-05-28,12655,3465,867,805,380,272,593
860,2019-05-29,12674,3468,870,811,381,272,594
861,2019-05-30,12693,3471,870,814,381,272,594
862,2019-05-31,12707,3478,871,815,383,273,595
863,2019-06-01,12723,3478,871,815,383,273,595
864,2019-06-02,12730,3478,871,815,383,273,595
865,2019-06-03,12741,3478,871,815,383,273,595
866,2019-06-04,12751,3478,871,815,383,273,599
867,2019-06-05,12780,3480,871,815,383,273,607
868,2019-06-06,12827,3485,879,819,383,273,608
869,2019-06-07,12861,3485,884,819,383,273,608
870,2019-06-08,12895,3485,884,819,383,273,608
871,2019-06-09,12919,3485,884,819,383,273,608
872,2019-06-10,12933,3487,887,822,383,273,608
873,2019-06-11,12940,3494,887,822,383,273,608
874,2019-06-12,12958,3496,887,825,383,273,608
875,2019-06-14,13007,3508,888,827,383,273,609
876,2019-06-15,13062,3508,888,827,383,273,609
877,2019-06-16,13121,3508,888,835,383,273,609
878,2019-06-17,13140,3512,894,837,383,273,609
879,2019-06-18,13155,3514,894,840,383,273,609
880,2019-06-19,13175,3514,902,847,383,273,609
881,2019-06-20,13204,3520,902,850,383,273,609
882,2019-06-21,13259,3522,902,850,383,278,609
883,2019-06-22,13301,3525,902,850,383,278,609
884,2019-06-23,13304,3525,902,850,383,278,609
885,2019-06-24,13319,3525,902,850,383,278,609
886,2019-06-25,13347,3536,908,850,384,278,610
887,2019-06-26,13354,3538,911,854,384,278,615
888,2019-06-27,13382,3543,916,858,384,278,615
889,2019-06-28,13431,3547,920,860,384,278,615
890,2019-06-29,13474,3547,926,866,384,278,615
891,2019-06-30,13511,3547,931,866,384,278,615
892,2019-07-01,13528,3569,931,866,384,278,615
893,2019-07-02,13541,3577,931,866,384,278,615
894,2019-07-03,13556,3586,938,870,384,278,615
895,2019-07-04,13566,3593,943,870,384,278,615
896,2019-07-05,13583,3597,947,871,386,279,616
897,2019-07-06,13596,3597,947,871,386,279,616
898,2019-07-07,13609,3597,947,871,386,279,616
899,2019-07-08,13617,3600,947,875,386,279,617
900,2019-07-09,13639,3603,947,879,388,280,618
901,2019-07-10,13651,3605,948,879,388,280,618
902,2019-07-11,13668,3610,953,879,388,280,619
903,2019-07-12,13688,3613,958,884,388,280,624
904,2019-07-13,13695,3613,958,884,388,280,624
905,2019-07-14,13701,3613,958,884,388,280,624
906,2019-07-15,13714,3613,958,884,388,280,624
907,2019-07-16,13724,3618,958,889,388,280,625
908,2019-07-17,13739,3620,961,889,389,280,625
909,2019-07-18,13752,3623,963,898,389,280,629
910,2019-07-19,13760,3629,963,902,389,284,629
911,2019-07-20,13763,3629,963,902,389,284,629
912,2019-07-21,13767,3629,963,902,389,284,629
913,2019-07-22,13788,3633,966,902,389,284,629
914,2019-07-23,13796,3643,966,903,389,284,629
915,2019-07-24,13816,3648,966,906,390,289,630
916,2019-07-25,13829,3654,972,910,390,289,634
917,2019-07-26,13843,3657,976,911,391,289,637
918,2019-07-27,13850,3657,976,911,395,289,637
919,2019-07-28,13857,3657,976,911,395,289,637
920,2019-07-29,13864,3661,978,913,397,291,639
921,2019-07-30,13880,3663,978,914,398,291,640
922,2019-07-31,13932,3669,981,918,398,291,640
923,2019-08-01,13942,3669,981,918,398,291,640
924,2019-08-02,13977,3669,981,918,398,291,640
925,2019-08-03,13999,3669,981,918,398,291,640
926,2019-08-04,14021,3669,981,918,398,291,640
927,2019-08-05,14026,3669,981,918,398,291,640
928,2019-08-06,14045,3669,981,918,398,291,640
929,2019-08-07,14053,3669,981,918,398,291,640
930,2019-08-08,14058,3669,981,918,398,291,640
931,2019-08-09,14060,3671,981,918,398,291,640
932,2019-08-10,14064,3671,981,918,398,291,640
933,2019-08-11,14069,3671,981,918,398,291,640
934,2019-08-12,14072,3671,981,918,398,291,640
935,2019-08-13,14076,3671,981,918,398,291,640
936,2019-08-14,14080,3671,982,918,398,291,640
937,2019-08-16,14092,3673,983,918,398,291,640
938,2019-08-17,14094,3673,983,918,398,291,640
939,2019-08-19,14106,3680,986,918,398,291,640
940,2019-08-20,14112,3689,986,918,398,291,640
941,2019-08-21,14113,3692,986,918,398,291,640
942,2019-08-22,14169,3696,987,924,398,291,644
943,2019-08-23,14189,3696,989,924,398,291,644
944,2019-08-24,14190,3696,991,924,398,291,644
945,2019-08-25,14195,3696,999,924,398,291,644
946,2019-08-26,14206,3697,1005,925,399,291,645
947,2019-08-27,14209,3701,1005,927,399,291,645
948,2019-08-28,14227,3703,1005,931,399,291,649
949,2019-08-29,14235,3703,1005,935,399,291,653
950,2019-08-30,14248,3707,1005,936,399,291,653
951,2019-08-31,14265,3707,1005,936,399,291,653
952,2019-09-01,14275,3707,1005,936,399,291,653
953,2019-09-02,14283,3709,1005,936,400,291,653
954,2019-09-03,14298,3714,1005,936,401,291,653
955,2019-09-04,14317,3721,1005,945,401,291,657
956,2019-09-05,14342,3724,1011,945,402,291,657
957,2019-09-06,14362,3735,1017,950,402,295,662
958,2019-09-07,14370,3743,1017,952,405,295,662
959,2019-09-08,14373,3743,1017,952,405,295,662
960,2019-09-09,14388,3745,1017,956,405,295,662
961,2019-09-10,14402,3751,1019,960,406,296,662
962,2019-09-11,14428,3762,1023,964,406,302,664
963,2019-09-12,14452,3767,1026,964,407,302,668
964,2019-09-13,14457,3767,1026,964,407,302,668
965,2019-09-14,14461,3767,1026,964,407,302,668
966,2019-09-15,14463,3767,1026,964,407,302,668
967,2019-09-16,14478,3770,1028,969,407,302,668
968,2019-09-17,14485,3779,1032,969,407,302,668
969,2019-09-18,14486,3788,1032,969,407,302,672
970,2019-09-19,14500,3799,1032,969,407,302,674
971,2019-09-20,14522,3800,1032,971,408,303,675
972,2019-09-21,14541,3800,1040,973,408,303,686
973,2019-09-22,14548,3800,1040,973,408,303,691
974,2019-09-23,14580,3808,1041,977,411,305,693
975,2019-09-24,14601,3815,1047,977,411,305,693
976,2019-09-25,14616,3815,1054,983,412,305,693
977,2019-09-26,14627,3817,1054,983,412,305,693
978,2019-09-27,14657,3820,1054,991,413,306,698
979,2019-09-28,14672,3820,1065,997,413,306,698
980,2019-09-29,14696,3821,1066,998,415,307,699
981,2019-09-30,14736,3839,1071,1003,420,312,705
982,2019-10-01,14741,3839,1071,1003,420,312,705
983,2019-10-02,14762,3843,1072,1004,421,313,706
984,2019-10-03,14776,3843,1072,1004,421,313,706
985,2019-10-04,14789,3843,1072,1004,421,313,706
986,2019-10-05,14796,3843,1072,1004,421,313,706
987,2019-10-06,14811,3843,1072,1004,421,313,706
988,2019-10-07,14829,3848,1073,1005,421,313,706
989,2019-10-08,14835,3857,1073,1005,421,313,706
990,2019-10-09,14859,3871,1076,1005,421,313,706
991,2019-10-10,14882,3883,1079,1005,421,313,712
992,2019-10-11,14917,3883,1079,1006,421,313,712
993,2019-10-12,14938,3888,1079,1006,421,313,713
994,2019-10-13,14994,3888,1079,1006,421,313,713
995,2019-10-14,15040,3893,1081,1006,421,313,713
996,2019-10-15,15055,3909,1081,1006,421,313,718
997,2019-10-16,15091,3914,1085,1007,423,314,726
998,2019-10-17,15108,3922,1087,1012,425,316,728
999,2019-10-18,15132,3927,1087,1014,425,316,728
1000,2019-10-19,15150,3927,1087,1014,425,316,733
1001,2019-10-20,15155,3927,1087,1014,425,322,733
1002,2019-10-21,15172,3927,1089,1020,425,322,733
1003,2019-10-22,15181,3927,1089,1020,425,322,741
1004,2019-10-23,15189,3934,1090,1020,425,322,749
1005,2019-10-24,15201,3937,1094,1020,425,322,749
1006,2019-10-26,15212,3939,1101,1020,425,322,749
1007,2019-10-27,15223,3941,1101,1026,427,322,749
1008,2019-10-28,15228,3941,1101,1026,427,322,749
1009,2019-10-29,15256,3945,1101,1026,427,322,749
1010,2019-10-30,15268,3945,1101,1026,427,322,749
1011,2019-10-31,15273,3947,1101,1026,427,322,749
1012,2019-11-01,15300,3954,1103,1030,429,324,750
1013,2019-11-02,15307,3974,1103,1030,429,324,755
1014,2019-11-03,15332,3991,1103,1030,429,324,755
1015,2019-11-04,15357,4006,1106,1037,429,324,759
1016,2019-11-05,15377,4009,1106,1037,429,324,759
1017,2019-11-06,15410,4032,1111,1038,429,324,766
1018,2019-11-07,15448,4035,1114,1045,432,324,771
1019,2019-11-08,15468,4043,1114,1050,432,324,771
1020,2019-11-09,15481,4043,1114,1051,432,324,775
1021,2019-11-10,15510,4043,1114,1051,432,324,775
1022,2019-11-11,15532,4043,1114,1051,432,324,784
1023,2019-11-12,15560,4049,1114,1051,432,324,790
1024,2019-11-13,15583,4051,1114,1059,432,324,790
1025,2019-11-14,15610,4055,1114,1059,432,324,790
1026,2019-11-15,15649,4071,1114,1059,432,330,790
1027,2019-11-16,15682,4071,1114,1068,432,330,790
1028,2019-11-17,15702,4071,1114,1068,432,330,790
1029,2019-11-18,15713,4077,1114,1068,435,330,790
1030,2019-11-19,15718,4077,1114,1077,435,330,790
1031,2019-11-20,15722,4083,1114,1077,435,330,790
1032,2019-11-21,15728,4091,1114,1077,435,330,790
1033,2019-11-22,15750,4099,1114,1078,435,330,790
1034,2019-11-23,15754,4104,1114,1078,435,330,790
1035,2019-11-24,15758,4104,1114,1078,435,330,790
1036,2019-11-25,15769,4104,1114,1078,435,330,790
1037,2019-11-26,15777,4110,1114,1079,436,330,797
1038,2019-11-27,15799,4117,1114,1079,436,330,797
1039,2019-11-28,15806,4117,1114,1079,436,330,797
1040,2019-11-29,15811,4117,1114,1079,436,330,797
1041,2019-11-30,15825,4119,1114,1079,436,330,797
