,date,习近平,李克强,栗战书,汪洋,王沪宁,赵乐际,韩正
1042,2019-12-01,15829,4119,1114,1079,436,330,797
1043,2019-12-03,15852,4126,1117,1082,436,330,803
1044,2019-12-04,15862,4128,1120,1082,436,333,806
1045,2019-12-05,15866,4128,1120,1083,436,333,806
1046,2019-12-06,15880,4130,1120,1084,437,333,810
1047,2019-12-07,15883,4130,1120,1084,437,333,810
1048,2019-12-08,15886,4130,1120,1084,437,333,810
1049,2019-12-09,15900,4132,1120,1084,437,333,814
1050,2019-12-10,15902,4133,1125,1084,437,333,814
1051,2019-12-11,15908,4133,1125,1084,437,333,814
1052,2019-12-12,15921,4135,1126,1085,438,334,815
1053,2019-12-13,15934,4141,1126,1085,438,334,815
1054,2019-12-14,15938,4141,1126,1090,438,334,815
1055,2019-12-15,15943,4144,1126,1090,438,334,815
1056,2019-12-17,15963,4144,1131,1094,438,334,815
1057,2019-12-19,16022,4149,1131,1094,438,334,820
1058,2019-12-20,16080,4149,1131,1094,438,334,820
1059,2019-12-21,16096,4149,1131,1094,438,334,820
1060,2019-12-22,16105,4152,1131,1094,438,334,820
1061,2019-12-23,16122,4162,1132,1094,438,334,820
1062,2019-12-24,16132,4178,1137,1094,438,334,820
1063,2019-12-25,16139,4188,1138,1094,438,334,820
1064,2019-12-26,16144,4188,1138,1094,438,334,820
1065,2019-12-27,16147,4188,1138,1094,438,334,820
1066,2019-12-28,16152,4188,1143,1094,438,334,820
1067,2019-12-29,16158,4188,1143,1094,438,334,820
1068,2019-12-30,16166,4189,1143,1094,438,334,820
1069,2019-12-31,16190,4194,1144,1096,439,335,821
1070,2020-01-01,16202,4195,1145,1097,440,336,822
1071,2020-01-02,16228,4197,1145,1097,440,338,826
1072,2020-01-03,16254,4198,1145,1097,445,338,827
1073,2020-01-05,16266,4198,1145,1097,445,338,827
1074,2020-01-06,16296,4207,1148,1097,445,338,827
1075,2020-01-07,16305,4209,1148,1097,445,338,831
1076,2020-01-08,16317,4212,1149,1098,447,339,832
1077,2020-01-09,16341,4212,1152,1101,447,339,836
1078,2020-01-10,16365,4219,1152,1102,448,339,838
1079,2020-01-11,16375,4222,1152,1102,448,339,838
1080,2020-01-12,16380,4222,1152,1102,448,339,838
1081,2020-01-13,16389,4222,1152,1102,448,339,838
1082,2020-01-14,16408,4228,1152,1102,448,339,843
1083,2020-01-15,16429,4233,1153,1105,449,341,845
1084,2020-01-16,16476,4235,1160,1108,449,341,847
1085,2020-01-17,16515,4245,1160,1109,449,341,847
1086,2020-01-18,16584,4248,1160,1112,449,341,847
1087,2020-01-19,16613,4248,1160,1116,449,341,851
1088,2020-01-20,16633,4254,1164,1120,449,341,851
1089,2020-01-21,16635,4254,1164,1121,449,341,851
1090,2020-01-22,16673,4266,1164,1121,455,341,862
1091,2020-01-23,16673,4266,1164,1121,455,341,862
1092,2020-01-24,16679,4268,1164,1121,455,341,862
1093,2020-01-25,16688,4268,1164,1121,455,341,862
1094,2020-01-26,16694,4270,1164,1121,456,341,862
1095,2020-01-27,16703,4279,1164,1121,456,341,862
1096,2020-01-28,16715,4279,1164,1121,456,341,862
1097,2020-01-29,16725,4281,1164,1121,457,341,862
1098,2020-01-30,16731,4289,1164,1121,457,341,862
1099,2020-01-31,16737,4291,1164,1121,458,341,862
1100,2020-02-01,16751,4303,1164,1121,458,341,862
1101,2020-02-02,16759,4305,1164,1121,459,341,862
1102,2020-02-03,16760,4305,1164,1121,459,341,862
1103,2020-02-04,16772,4307,1164,1121,460,341,862
1104,2020-02-05,16795,4314,1165,1121,461,341,862
1105,2020-02-06,16802,4316,1165,1121,462,341,862
1106,2020-02-07,16820,4317,1165,1121,462,341,864
1107,2020-02-08,16826,4317,1165,1121,462,341,864
1108,2020-02-09,16835,4325,1165,1121,462,341,864
1109,2020-02-10,16839,4329,1165,1121,463,341,864
1110,2020-02-11,16852,4329,1165,1121,463,341,864
1111,2020-02-12,16870,4331,1165,1121,463,341,864
1112,2020-02-13,16876,4333,1165,1121,464,341,864
1113,2020-02-14,16891,4342,1165,1121,465,341,865
1114,2020-02-15,16897,4342,1165,1121,465,341,865
1115,2020-02-16,16898,4342,1165,1121,465,341,865
1116,2020-02-17,16901,4344,1167,1123,466,341,865
1117,2020-02-18,16912,4346,1167,1126,466,341,865
1118,2020-02-19,16917,4346,1167,1126,466,341,865
1119,2020-02-20,16931,4348,1167,1126,467,341,865
1120,2020-02-21,16938,4356,1167,1126,467,341,865
1121,2020-02-22,16946,4357,1167,1126,467,341,869
1122,2020-02-23,16954,4357,1167,1126,467,341,869
1123,2020-02-24,16971,4359,1174,1126,468,343,869
1124,2020-02-25,17002,4363,1174,1126,468,343,869
1125,2020-02-26,17015,4364,1175,1127,469,344,870
1126,2020-02-27,17035,4370,1175,1127,470,344,870
1127,2020-02-28,17039,4377,1175,1127,470,344,870
1128,2020-02-29,17056,4377,1175,1127,470,344,870
1129,2020-03-01,17058,4377,1175,1127,470,344,870
1130,2020-03-02,17081,4379,1175,1127,471,344,870
1131,2020-03-03,17086,4381,1175,1127,471,344,870
1132,2020-03-04,17091,4381,1175,1127,471,344,870
1133,2020-03-05,17096,4383,1175,1127,472,344,870
1134,2020-03-06,17100,4384,1175,1127,472,344,870
1135,2020-03-07,17103,4384,1175,1127,472,344,870
1136,2020-03-08,17114,4384,1175,1127,472,344,870
1137,2020-03-09,17122,4389,1175,1127,473,344,870
1138,2020-03-10,17128,4391,1175,1127,473,344,870
1139,2020-03-11,17140,4393,1175,1127,473,344,870
1140,2020-03-12,17147,4396,1175,1127,474,344,870
1141,2020-03-13,17162,4406,1175,1127,474,344,870
1142,2020-03-14,17186,4406,1175,1127,474,344,870
1143,2020-03-15,17197,4406,1175,1127,474,344,870
1144,2020-03-16,17209,4408,1175,1127,475,344,870
1145,2020-03-17,17227,4414,1178,1127,475,344,870
1146,2020-03-18,17235,4414,1178,1127,475,344,870
1147,2020-03-19,17244,4421,1178,1127,476,344,870
1148,2020-03-20,17254,4432,1178,1127,476,344,871
1149,2020-03-21,17269,4432,1178,1128,476,344,871
1150,2020-03-22,17273,4432,1178,1128,476,344,871
1151,2020-03-23,17278,4435,1178,1128,477,344,871
1152,2020-03-24,17296,4437,1178,1132,477,344,871
1153,2020-03-25,17316,4437,1178,1132,477,344,871
1154,2020-03-26,17336,4439,1183,1132,478,344,875
1155,2020-03-27,17358,4439,1183,1132,479,344,875
1156,2020-03-28,17370,4444,1183,1132,479,344,875
1157,2020-03-29,17382,4444,1183,1132,479,344,875
1158,2020-03-30,17385,4446,1183,1136,480,344,875
1159,2020-03-31,17391,4451,1183,1136,480,344,875
1160,2020-04-01,17438,4459,1183,1136,480,344,875
1161,2020-04-02,17454,4466,1183,1136,481,344,875
1162,2020-04-03,17480,4472,1184,1137,482,345,876
1163,2020-04-04,17483,4473,1185,1138,483,346,877
1164,2020-04-05,17484,4473,1185,1138,483,346,877
1165,2020-04-06,17487,4475,1185,1138,484,346,877
1166,2020-04-07,17490,4477,1185,1138,484,346,877
1167,2020-04-08,17496,4481,1185,1138,484,346,877
1168,2020-04-09,17511,4483,1185,1138,485,346,877
1169,2020-04-10,17527,4486,1185,1138,485,346,877
1170,2020-04-11,17536,4486,1185,1138,485,346,877
1171,2020-04-12,17540,4486,1185,1138,485,346,877
1172,2020-04-13,17547,4490,1185,1141,486,346,877
1173,2020-04-15,17563,4490,1185,1141,486,346,877
1174,2020-04-16,17573,4492,1185,1141,487,346,877
1175,2020-04-17,17591,4498,1187,1142,487,346,877
1176,2020-04-18,17595,4498,1187,1142,487,346,877
1177,2020-04-19,17597,4498,1187,1142,487,346,877
1178,2020-04-20,17602,4498,1187,1142,487,346,877
1179,2020-04-21,17604,4500,1187,1142,487,351,877
1180,2020-04-22,17606,4502,1187,1142,488,351,880
1181,2020-04-23,17653,4502,1187,1145,488,351,880
1182,2020-04-24,17665,4506,1187,1145,488,351,881
1183,2020-04-25,17668,4506,1187,1145,488,351,881
1184,2020-04-26,17672,4506,1188,1150,488,351,881
1185,2020-04-27,17677,4507,1189,1150,489,351,882
1186,2020-04-28,17688,4509,1190,1150,489,351,882
1187,2020-04-29,17699,4509,1196,1154,489,351,882
1188,2020-04-30,17708,4515,1196,1155,490,351,882
1189,2020-05-01,17719,4515,1196,1155,490,351,882
1190,2020-05-02,17720,4515,1196,1155,490,351,882
1191,2020-05-03,17727,4515,1196,1155,490,351,882
1192,2020-05-04,17731,4515,1196,1155,490,351,882
1193,2020-05-05,17735,4515,1196,1155,490,351,882
1194,2020-05-06,17738,4517,1196,1155,490,351,882
1195,2020-05-07,17740,4519,1196,1155,491,351,882
1196,2020-05-08,17761,4521,1196,1157,492,351,882
1197,2020-05-09,17778,4521,1196,1157,492,355,882
1198,2020-05-10,17781,4524,1196,1157,492,355,886
1199,2020-05-11,17789,4529,1198,1157,492,355,887
1200,2020-05-12,17822,4529,1198,1157,492,355,887
1201,2020-05-13,17823,4531,1198,1157,492,355,887
1202,2020-05-14,17837,4531,1198,1157,492,355,887
1203,2020-05-15,17848,4533,1198,1157,493,355,887
1204,2020-05-16,17860,4533,1198,1157,493,355,887
1205,2020-05-17,17867,4533,1200,1157,493,355,887
1206,2020-05-18,17887,4533,1202,1158,493,355,887
1207,2020-05-19,17896,4537,1202,1161,493,355,887
1208,2020-05-20,17911,4541,1202,1162,494,355,887
1209,2020-05-21,17937,4543,1203,1172,495,356,888
1210,2020-05-22,17969,4556,1216,1175,497,358,890
1211,2020-05-23,18009,4568,1221,1180,501,362,895
1212,2020-05-24,18037,4570,1222,1184,501,362,900
1213,2020-05-25,18053,4571,1228,1186,502,363,901
1214,2020-05-26,18072,4572,1230,1190,502,363,901
1215,2020-05-27,18078,4574,1234,1198,503,364,902
1216,2020-05-29,18106,4576,1238,1198,503,364,902
1217,2020-05-30,18116,4577,1245,1198,503,364,902
1218,2020-05-31,18124,4577,1246,1198,503,364,902
1219,2020-06-01,18140,4583,1247,1198,503,364,906
1220,2020-06-02,18143,4594,1247,1201,503,364,915
1221,2020-06-03,18151,4598,1247,1201,503,364,926
1222,2020-06-04,18164,4600,1247,1201,504,364,926
1223,2020-06-05,18171,4604,1247,1202,504,364,926
1224,2020-06-06,18187,4604,1247,1202,504,364,926
1225,2020-06-07,18196,4604,1247,1202,504,364,926
1226,2020-06-08,18203,4606,1247,1206,504,364,926
1227,2020-06-09,18211,4608,1249,1206,504,364,926
1228,2020-06-10,18242,4608,1249,1206,504,364,926
1229,2020-06-11,18246,4614,1249,1206,504,364,926
1230,2020-06-12,18265,4617,1249,1212,504,364,930
1231,2020-06-13,18266,4617,1249,1212,504,364,930
1232,2020-06-14,18269,4618,1249,1212,504,364,930
1233,2020-06-15,18276,4625,1249,1212,504,364,930
1234,2020-06-16,18282,4625,1249,1212,504,364,930
1235,2020-06-17,18292,4627,1249,1212,504,364,930
1236,2020-06-18,18304,4627,1250,1212,505,364,930
1237,2020-06-19,18313,4627,1252,1213,505,364,930
1238,2020-06-20,18316,4627,1259,1213,505,364,930
1239,2020-06-21,18321,4627,1261,1213,505,364,930
1240,2020-06-22,18330,4631,1261,1214,505,364,930
1241,2020-06-23,18342,4631,1261,1215,505,364,930
1242,2020-06-24,18347,4633,1261,1219,505,364,930
1243,2020-06-25,18357,4633,1261,1219,505,364,930
1244,2020-06-26,18361,4633,1261,1219,505,364,930
1245,2020-06-27,18362,4633,1261,1219,505,364,930
1246,2020-06-28,18371,4639,1263,1219,505,364,931
1247,2020-06-30,18390,4640,1270,1219,506,364,931
1248,2020-07-01,18409,4645,1270,1219,506,364,931
1249,2020-07-02,18412,4645,1270,1219,506,364,931
1250,2020-07-03,18422,4646,1273,1224,507,365,936
1251,2020-07-04,18427,4646,1273,1224,507,365,936
1252,2020-07-05,18435,4646,1273,1224,507,365,936
1253,2020-07-06,18440,4646,1273,1224,507,365,936
1254,2020-07-07,18448,4657,1273,1224,507,365,936
1255,2020-07-08,18468,4657,1273,1230,507,365,936
1256,2020-07-09,18472,4659,1273,1230,507,365,936
1257,2020-07-10,18476,4659,1273,1231,507,365,940
1258,2020-07-11,18478,4659,1273,1231,507,365,940
1259,2020-07-12,18484,4659,1273,1231,507,365,940
1260,2020-07-13,18493,4664,1273,1231,507,365,941
1261,2020-07-14,18507,4666,1273,1231,507,365,943
1262,2020-07-15,18508,4668,1273,1231,507,365,943
1263,2020-07-16,18519,4668,1280,1231,507,365,943
1264,2020-07-17,18529,4669,1280,1231,507,365,943
1265,2020-07-18,18536,4669,1280,1231,507,365,943
1266,2020-07-19,18539,4669,1280,1231,507,365,943
1267,2020-07-20,18558,4669,1280,1233,507,365,943
1268,2020-07-21,18578,4674,1280,1234,508,365,944
1269,2020-07-22,18596,4676,1280,1236,508,370,944
1270,2020-07-23,18618,4681,1280,1236,509,371,945
1271,2020-07-24,18659,4682,1280,1237,509,371,949
1272,2020-07-25,18671,4682,1280,1237,509,371,949
1273,2020-07-26,18676,4682,1280,1237,509,371,949
1274,2020-07-27,18683,4682,1286,1239,509,371,949
1275,2020-07-28,18693,4685,1286,1239,509,371,953
1276,2020-07-29,18717,4689,1288,1239,512,371,957
1277,2020-07-30,18731,4691,1288,1240,513,371,960
1278,2020-07-31,18763,4694,1288,1240,513,371,963
1279,2020-08-01,18767,4697,1288,1240,513,371,963
1280,2020-08-02,18770,4697,1288,1240,513,371,963
1281,2020-08-03,18773,4697,1288,1240,513,371,963
1282,2020-08-04,18774,4697,1288,1240,513,371,963
1283,2020-08-05,18779,4697,1288,1240,513,371,963
1284,2020-08-06,18783,4697,1288,1240,513,371,963
1285,2020-08-07,18784,4697,1288,1240,513,371,963
1286,2020-08-08,18788,4697,1289,1240,513,371,963
1287,2020-08-09,18794,4701,1289,1240,513,371,963
1288,2020-08-10,18798,4701,1291,1240,513,371,963
1289,2020-08-11,18808,4701,1297,1240,513,371,963
1290,2020-08-13,18811,4701,1297,1240,513,371,963
1291,2020-08-14,18819,4704,1297,1240,513,371,963
1292,2020-08-15,18826,4704,1297,1240,513,371,963
1293,2020-08-16,18827,4704,1297,1240,513,371,963
1294,2020-08-17,18835,4706,1297,1240,514,371,963
1295,2020-08-18,18842,4706,1297,1240,514,371,963
1296,2020-08-19,18848,4713,1297,1240,514,371,967
1297,2020-08-20,18855,4715,1302,1243,514,371,967
1298,2020-08-21,18893,4718,1302,1244,514,371,967
1299,2020-08-22,18908,4718,1302,1249,514,371,969
1300,2020-08-23,18916,4727,1302,1249,514,371,969
1301,2020-08-24,18928,4733,1302,1254,515,371,976
1302,2020-08-25,18937,4733,1302,1255,515,371,976
1303,2020-08-26,18961,4735,1302,1256,516,371,977
1304,2020-08-27,18983,4737,1309,1260,516,371,977
1305,2020-08-28,18986,4737,1309,1260,516,371,977
1306,2020-08-29,19003,4739,1310,1262,517,372,978
1307,2020-08-30,19010,4739,1310,1262,517,372,978
1308,2020-08-31,19024,4739,1310,1262,517,372,978
1309,2020-09-01,19046,4741,1310,1262,519,372,980
1310,2020-09-02,19054,4742,1310,1262,519,372,980
1311,2020-09-03,19080,4745,1313,1265,523,374,982
1312,2020-09-04,19085,4745,1313,1265,523,374,982
1313,2020-09-05,19103,4745,1313,1265,523,374,987
1314,2020-09-06,19119,4745,1313,1265,523,374,987
1315,2020-09-07,19126,4745,1313,1265,523,374,987
1316,2020-09-09,19151,4748,1313,1265,524,375,988
1317,2020-09-10,19171,4748,1313,1265,524,375,992
1318,2020-09-11,19189,4756,1313,1266,525,375,994
1319,2020-09-12,19200,4756,1313,1266,525,375,994
1320,2020-09-13,19207,4757,1313,1266,525,375,994
1321,2020-09-14,19219,4757,1313,1266,525,375,994
1322,2020-09-15,19242,4757,1313,1272,528,375,994
1323,2020-09-16,19256,4766,1313,1274,528,380,1000
1324,2020-09-17,19261,4768,1313,1274,528,380,1000
1325,2020-09-18,19294,4770,1313,1275,528,380,1000
1326,2020-09-19,19312,4770,1313,1275,528,380,1000
1327,2020-09-20,19318,4770,1313,1280,528,380,1000
1328,2020-09-21,19326,4770,1313,1280,528,380,1000
1329,2020-09-22,19366,4792,1313,1280,529,380,1001
1330,2020-09-23,19392,4794,1313,1283,529,380,1001
1331,2020-09-24,19420,4800,1313,1284,529,380,1005
1332,2020-09-25,19428,4800,1313,1284,529,380,1005
1333,2020-09-26,19458,4802,1314,1286,530,381,1006
1334,2020-09-27,19466,4802,1314,1292,530,384,1006
1335,2020-09-28,19484,4805,1314,1292,530,384,1006
1336,2020-09-29,19498,4808,1317,1297,530,384,1008
1337,2020-09-30,19523,4812,1319,1299,532,386,1010
1338,2020-10-01,19536,4812,1319,1299,532,386,1010
1339,2020-10-02,19564,4812,1319,1299,532,386,1010
1340,2020-10-03,19572,4814,1319,1299,532,386,1010
1341,2020-10-04,19575,4816,1319,1299,532,386,1010
1342,2020-10-05,19578,4816,1319,1299,532,386,1010
1343,2020-10-06,19580,4816,1319,1299,532,386,1010
1344,2020-10-07,19581,4816,1319,1299,532,386,1010
1345,2020-10-08,19582,4816,1319,1299,532,386,1010
1346,2020-10-09,19593,4819,1319,1299,532,386,1010
1347,2020-10-10,19611,4821,1319,1299,533,386,1010
1348,2020-10-11,19620,4821,1319,1299,533,386,1010
1349,2020-10-12,19646,4826,1319,1299,533,386,1011
1350,2020-10-13,19665,4826,1321,1299,533,386,1016
1351,2020-10-14,19686,4826,1328,1299,533,386,1017
1352,2020-10-15,19730,4836,1331,1300,533,386,1017
1353,2020-10-16,19749,4836,1332,1304,533,386,1017
1354,2020-10-17,19783,4838,1340,1308,533,386,1017
1355,2020-10-18,19787,4838,1340,1308,533,386,1017
1356,2020-10-19,19796,4838,1340,1308,535,386,1017
1357,2020-10-20,19801,4842,1340,1308,536,386,1017
1358,2020-10-21,19810,4844,1340,1308,536,386,1021
1359,2020-10-22,19816,4847,1340,1312,536,386,1021
1360,2020-10-23,19841,4851,1341,1317,537,387,1022
1361,2020-10-24,19848,4851,1341,1317,537,387,1026
1362,2020-10-25,19865,4851,1341,1317,537,387,1026
1363,2020-10-26,19882,4851,1341,1317,537,387,1026
1364,2020-10-27,19884,4853,1341,1317,537,387,1026
1365,2020-10-28,19891,4853,1346,1317,537,387,1026
1366,2020-10-29,19905,4853,1346,1317,537,387,1026
1367,2020-10-30,19933,4856,1348,1320,538,389,1027
1368,2020-10-31,19939,4861,1348,1320,538,389,1028
1369,2020-11-01,19943,4861,1348,1321,538,389,1028
1370,2020-11-02,19965,4866,1355,1322,540,390,1030
1371,2020-11-03,19978,4867,1359,1322,541,390,1031
1372,2020-11-04,19995,4879,1359,1328,541,390,1036
1373,2020-11-05,20027,4882,1359,1328,544,390,1042
1374,2020-11-06,20048,4887,1359,1328,545,390,1045
1375,2020-11-07,20062,4887,1359,1328,545,390,1045
1376,2020-11-08,20072,4888,1359,1328,545,390,1045
1377,2020-11-09,20087,4893,1359,1330,545,390,1045
1378,2020-11-10,20098,4895,1362,1332,545,390,1047
1379,2020-11-11,20118,4897,1369,1336,545,395,1047
1380,2020-11-12,20153,4905,1369,1336,545,395,1051
1381,2020-11-13,20173,4911,1369,1337,545,395,1051
1382,2020-11-14,20202,4918,1369,1337,545,395,1058
1383,2020-11-15,20224,4928,1369,1337,545,395,1060
1384,2020-11-16,20230,4928,1369,1337,545,395,1060
1385,2020-11-17,20264,4935,1370,1338,547,396,1062
1386,2020-11-18,20295,4939,1370,1338,547,396,1066
1387,2020-11-19,20319,4940,1375,1338,547,396,1066
1388,2020-11-20,20352,4940,1379,1338,549,396,1066
1389,2020-11-21,20361,4940,1379,1338,549,396,1066
1390,2020-11-22,20372,4944,1379,1338,549,396,1067
1391,2020-11-23,20413,4944,1386,1338,549,396,1067
1392,2020-11-24,20443,4946,1387,1339,551,399,1068
1393,2020-11-25,20458,4955,1387,1340,551,399,1073
1394,2020-11-26,20474,4961,1387,1340,551,399,1073
1395,2020-11-27,20487,4962,1389,1341,551,399,1073
1396,2020-11-28,20502,4962,1389,1341,551,399,1073
1397,2020-11-29,20512,4962,1389,1341,551,399,1073
1398,2020-11-30,20527,4969,1389,1341,551,399,1073
1399,2020-12-01,20539,4969,1389,1341,551,399,1078
1400,2020-12-02,20561,4977,1389,1343,551,399,1079
1401,2020-12-03,20571,4977,1389,1343,551,399,1082
1402,2020-12-04,20599,4977,1394,1346,551,399,1082
1403,2020-12-05,20601,4977,1394,1346,551,399,1082
1404,2020-12-06,20606,4977,1394,1346,551,399,1082
1405,2020-12-07,20612,4982,1394,1346,551,399,1083
1406,2020-12-08,20621,4986,1394,1346,551,399,1087
1407,2020-12-09,20629,4988,1394,1350,551,399,1087
1408,2020-12-10,20645,4990,1398,1350,554,399,1091
1409,2020-12-11,20662,4994,1398,1352,555,399,1092
1410,2020-12-12,20669,4994,1398,1352,555,399,1092
1411,2020-12-13,20680,4994,1398,1352,555,399,1092
1412,2020-12-14,20687,5000,1398,1352,555,399,1092
1413,2020-12-15,20707,5000,1403,1352,555,399,1096
1414,2020-12-16,20734,5000,1408,1355,555,399,1096
1415,2020-12-17,20750,5000,1408,1355,555,399,1096
1416,2020-12-18,20771,5002,1409,1356,556,400,1097
1417,2020-12-19,20775,5002,1409,1356,556,400,1097
1418,2020-12-20,20781,5002,1409,1356,556,400,1097
1419,2020-12-21,20793,5002,1417,1360,556,400,1097
1420,2020-12-22,20797,5004,1418,1360,556,400,1101
1421,2020-12-24,20807,5015,1423,1360,556,400,1102
1422,2020-12-26,20815,5015,1433,1360,556,400,1102
1423,2020-12-27,20818,5015,1433,1360,556,400,1102
1424,2020-12-28,20823,5019,1433,1360,556,400,1102
1425,2020-12-29,20840,5023,1434,1361,557,401,1103
1426,2020-12-30,20852,5027,1434,1361,558,405,1104
1427,2020-12-31,20875,5030,1435,1363,559,406,1105
1428,2021-01-01,20892,5030,1435,1363,559,406,1105
1429,2021-01-02,20903,5030,1435,1363,559,406,1105
1430,2021-01-03,20911,5030,1435,1363,559,406,1105
1431,2021-01-04,20922,5032,1435,1363,559,406,1105
1432,2021-01-05,20937,5032,1435,1363,559,406,1105
1433,2021-01-06,20948,5032,1435,1363,563,406,1105
1434,2021-01-07,20953,5032,1435,1363,563,406,1105
1435,2021-01-08,20954,5034,1435,1363,563,406,1105
1436,2021-01-09,20960,5034,1435,1363,563,406,1105
1437,2021-01-10,20966,5034,1435,1363,563,406,1105
1438,2021-01-11,20983,5036,1436,1364,564,407,1106
1439,2021-01-12,20985,5036,1438,1364,564,407,1110
1440,2021-01-13,20990,5036,1438,1364,564,407,1110
1441,2021-01-14,21001,5036,1438,1368,567,407,1110
1442,2021-01-15,21009,5038,1438,1372,567,407,1110
1443,2021-01-16,21018,5038,1438,1372,567,407,1110
1444,2021-01-17,21025,5038,1438,1372,567,407,1110
1445,2021-01-19,21030,5040,1438,1375,567,407,1110
1446,2021-01-20,21073,5047,1440,1375,567,407,1113
1447,2021-01-21,21086,5049,1441,1376,567,407,1116
1448,2021-01-22,21114,5055,1445,1381,568,410,1118
1449,2021-01-23,21122,5057,1449,1381,568,410,1118
1450,2021-01-24,21128,5057,1449,1381,568,410,1118
1451,2021-01-25,21141,5066,1453,1385,568,410,1119
1452,2021-01-26,21180,5068,1455,1385,568,410,1125
1453,2021-01-27,21209,5074,1460,1387,568,410,1128
1454,2021-01-28,21219,5074,1460,1387,568,410,1128
1455,2021-01-29,21233,5078,1460,1387,568,410,1129
1456,2021-01-31,21243,5078,1460,1387,568,410,1129
1457,2021-02-01,21244,5078,1460,1387,568,410,1129
1458,2021-02-02,21248,5087,1460,1387,568,410,1132
1459,2021-02-03,21256,5089,1460,1387,568,410,1132
1460,2021-02-04,21259,5096,1460,1387,568,410,1137
1461,2021-02-05,21291,5096,1460,1387,568,410,1137
1462,2021-02-06,21314,5102,1460,1387,568,410,1137
1463,2021-02-07,21322,5102,1460,1392,568,410,1137
1464,2021-02-09,21347,5102,1462,1392,568,410,1137
1465,2021-02-10,21366,5106,1463,1393,569,411,1138
1466,2021-02-11,21376,5106,1463,1393,569,411,1138
1467,2021-02-12,21381,5106,1463,1393,569,411,1138
1468,2021-02-13,21383,5106,1463,1393,569,411,1138
1469,2021-02-14,21385,5109,1463,1393,569,411,1138
1470,2021-02-15,21387,5109,1463,1393,569,411,1138
1471,2021-02-16,21389,5109,1463,1393,569,411,1138
1472,2021-02-17,21394,5109,1463,1393,569,411,1138
1473,2021-02-18,21407,5111,1463,1393,569,411,1138
1474,2021-02-19,21424,5114,1468,1393,570,411,1139
1475,2021-02-20,21446,5115,1469,1394,575,412,1141
1476,2021-02-21,21460,5115,1469,1394,575,412,1141
1477,2021-02-22,21484,5117,1470,1395,576,413,1142
1478,2021-02-23,21514,5117,1470,1395,576,413,1146
1479,2021-02-24,21534,5117,1470,1399,576,413,1146
1480,2021-02-25,21556,5119,1471,1402,577,414,1147
1481,2021-02-26,21587,5119,1471,1402,577,414,1147
1482,2021-02-27,21614,5119,1474,1402,577,414,1147
1483,2021-02-28,21634,5119,1481,1402,577,414,1147
1484,2021-03-01,21649,5119,1481,1403,578,414,1147
1485,2021-03-02,21682,5121,1481,1403,578,414,1147
1486,2021-03-03,21693,5121,1481,1407,578,414,1147
1487,2021-03-04,21699,5123,1482,1416,579,415,1148
1488,2021-03-05,21756,5140,1495,1422,585,422,1154
1489,2021-03-06,21806,5152,1500,1427,589,426,1159
1490,2021-03-07,21842,5158,1504,1431,593,430,1166
